sentiment,text,lexical_diversity,readability_score,avg_sentence_length,sentiment_score,sentiment_subjectivity,negation_count,tfidf_top_keyword_sum,action_word_count,feature_mentions,adjective_ratio,lda_topic_similarity,noun_verb_ratio,cosine_similarity_to_template,syntactic_complexity,vader_sentiment,person_count,organization_count,location_count,bigram_top_keyword_sum,lstm_features,bert_embedding_mean,cosine_similarity_template,rnn_complexity_score
negative,"Phil the Alien is one of those quirky films where the humour is based around the oddness of everything rather than actual punchlines.<br /><br />At first it was very odd and pretty funny but as the movie progressed I didn't find the jokes or oddness funny anymore.<br /><br />Its a low budget film (thats never a problem in itself), there were some pretty interesting characters, but eventually I just lost interest.<br /><br />I imagine this film would appeal to a stoner who is currently partaking.<br /><br />For something similar but better try ""Brother from another planet""",0.8020833333333334,-316.24875,96.0,0.12738095238095237,0.6148809523809524,1,1.5992294977230797,14,1,0.13541666666666666,0.7076499484750067,1.9333333333333333,0.15748009599775203,1.0,0.9447,2,0,0,4,-0.29403606,-0.014756247233594358,0.583432562869282,0.3819641
negative,"I saw this movie when I was about 12 when it came out. I recall the scariest scene was the big bird eating men dangling helplessly from parachutes right out of the air. The horror. The horror.<br /><br />As a young kid going to these cheesy B films on Saturday afternoons, I still was tired of the formula for these monster type movies that usually included the hero, a beautiful woman who might be the daughter of a professor and a happy resolution when the monster died in the end. I didn't care much for the romantic angle as a 12 year old and the predictable plots. I love them now for the unintentional humor.<br /><br />But, about a year or so later, I saw Psycho when it came out and I loved that the star, Janet Leigh, was bumped off early in the film. I sat up and took notice at that point. Since screenwriters are making up the story, make it up to be as scary as possible and not from a well-worn formula. There are no rules.",0.6444444444444445,-169.72499999999997,20.0,0.09920634920634923,0.5603174603174603,2,1.7752051164085665,30,1,0.09444444444444444,0.4329020093527223,1.3548387096774193,0.17121751530736581,1.5,0.1744,1,0,1,8,-0.40137038,-0.013128006575382998,0.5900611875368074,0.4256552
negative,"So im not a big fan of Boll's work but then again not many are. I enjoyed his movie Postal (maybe im the only one). Boll apparently bought the rights to use Far Cry long ago even before the game itself was even finsished. <br /><br />People who have enjoyed killing mercs and infiltrating secret research labs located on a tropical island should be warned, that this is not Far Cry... This is something Mr Boll have schemed together along with his legion of schmucks.. Feeling loneley on the set Mr Boll invites three of his countrymen to play with. These players go by the names of Til Schweiger, Udo Kier and Ralf Moeller.<br /><br />Three names that actually have made them selfs pretty big in the movie biz. So the tale goes like this, Jack Carver played by Til Schweiger (yes Carver is German all hail the bratwurst eating dudes!!) However I find that Tils acting in this movie is pretty badass.. People have complained about how he's not really staying true to the whole Carver agenda but we only saw carver in a first person perspective so we don't really know what he looked like when he was kicking a**.. <br /><br />However, the storyline in this film is beyond demented. We see the evil mad scientist Dr. Krieger played by Udo Kier, making Genetically-Mutated-soldiers or GMS as they are called. Performing his top-secret research on an island that reminds me of ""SPOILER"" Vancouver for some reason. Thats right no palm trees here. Instead we got some nice rich lumberjack-woods. We haven't even gone FAR before I started to CRY (mehehe) I cannot go on any more.. If you wanna stay true to Bolls shenanigans then go and see this movie you will not be disappointed it delivers the true Boll experience, meaning most of it will suck.<br /><br />There are some things worth mentioning that would imply that Boll did a good work on some areas of the film such as some nice boat and fighting scenes. Until the whole cromed/albino GMS squad enters the scene and everything just makes me laugh.. The movie Far Cry reeks of scheisse (that's poop for you simpletons) from a fa,r if you wanna take a wiff go ahead.. BTW Carver gets a very annoying sidekick who makes you wanna shoot him the first three minutes he's on screen.",0.6306532663316583,-205.91789092521427,23.41176470588235,0.07353896103896104,0.5773268398268399,6,2.0244714391225562,81,5,0.09045226130653267,0.6140385819348007,1.4390243902439024,0.3530457053453545,3.5,0.9777,8,6,3,8,-0.29292557,-0.013379238984241168,0.5945634842197894,0.40581566
negative,"The cast played Shakespeare.<br /><br />Shakespeare lost.<br /><br />I appreciate that this is trying to bring Shakespeare to the masses, but why ruin something so good.<br /><br />Is it because 'The Scottish Play' is my favorite Shakespeare? I do not know. What I do know is that a certain Rev Bowdler (hence bowdlerization) tried to do something similar in the Victorian era.<br /><br />In other words, you cannot improve perfection.<br /><br />I have no more to write but as I have to write at least ten lines of text (and English composition was never my forte I will just have to keep going and say that this movie, as the saying goes, just does not cut it.",0.7350427350427351,-227.55,39.0,0.004910714285714289,0.40580357142857143,4,1.7143276431549221,29,0,0.09401709401709402,0.7143350359968922,1.1,0.06063385546640617,1.0,0.3425,3,0,0,7,-0.3443157,-0.014774322886270078,0.5713725593141308,0.60422856
positive,This a fantastic movie of three prisoners who become famous. One of the actors is george clooney and I'm not a fan but this roll is not bad. Another good thing about the movie is the soundtrack (The man of constant sorrow). I recommand this movie to everybody. Greetings Bart,0.78,-185.70699999999994,10.0,0.39,0.7,2,1.7430277858986842,6,3,0.12,0.7089593769867689,2.2857142857142856,0.590724951926794,0.5,-0.1444,1,0,0,2,-0.1399031,-0.012637471191433542,0.6398286903956163,5.013505e-12
negative,"Kind of drawn in by the erotic scenes, only to realize this was one of the most amateurish and unbelievable bits of film I've ever seen. Sort of like a high school film project. What was Rosanna Arquette thinking?? And what was with all those stock characters in that bizarre supposed Midwest town? Pretty hard to get involved with this one. No lessons to be learned from it, no brilliant insights, just stilted and quite ridiculous (but lots of skin, if that intrigues you) videotaped nonsense....What was with the bisexual relationship, out of nowhere, after all the heterosexual encounters. And what was with that absurd dance, with everybody playing their stereotyped roles? Give this one a pass, it's like a million other miles of bad, wasted film, money that could have been spent on starving children or Aids in Africa.....",0.75,-228.48892857142854,17.5,-0.046666666666666655,0.7124074074074074,2,1.8953293395709396,25,0,0.1,0.6966775234190983,1.4230769230769231,0.742991349578845,1.25,-0.9162,1,0,0,1,-0.40581083,-0.012461184648238718,0.600365527565113,0.033523917
positive,"Some films just simply should not be remade. This is one of them. In and of itself it is not a bad film. But it fails to capture the flavor and the terror of the 1963 film of the same title. Liam Neeson was excellent as he always is, and most of the cast holds up, with the exception of Owen Wilson, who just did not bring the right feel to the character of Luke. But the major fault with this version is that it strayed too far from the Shirley Jackson story in it's attempts to be grandiose and lost some of the thrill of the earlier film in a trade off for snazzier special effects. Again I will say that in and of itself it is not a bad film. But you will enjoy the friction of terror in the older version much more.",0.6164383561643836,-144.8736815068493,18.25,0.23813492063492064,0.537063492063492,4,1.771147220330562,18,0,0.08904109589041095,0.7103464627135628,1.736842105263158,0.6003147450833696,1.25,0.2525,4,0,0,7,-0.17178692,-0.013528125915677319,0.5935708720981436,0.21191718
negative,"This movie made it into one of my top 10 most awful movies. Horrible. <br /><br />There wasn't a continuous minute where there wasn't a fight with one monster or another. There was no chance for any character development, they were too busy running from one sword fight to another. I had no emotional attachment (except to the big bad machine that wanted to destroy them) <br /><br />Scenes were blatantly stolen from other movies, LOTR, Star Wars and Matrix. <br /><br />Examples<br /><br />>The ghost scene at the end was stolen from the final scene of the old Star Wars with Yoda, Obee One and Vader. <br /><br />>The spider machine in the beginning was exactly like Frodo being attacked by the spider in Return of the Kings. (Elijah Wood is the victim in both films) and wait......it hypnotizes (stings) its victim and wraps them up.....uh hello????<br /><br />>And the whole machine vs. humans theme WAS the Matrix..or Terminator.....<br /><br />There are more examples but why waste the time? And will someone tell me what was with the Nazi's?!?! Nazi's???? <br /><br />There was a juvenile story line rushed to a juvenile conclusion. The movie could not decide if it was a children's movie or an adult movie and wasn't much of either. <br /><br />Just awful. A real disappointment to say the least. Save your money.",0.6666666666666666,-213.93138157894734,14.3125,-0.16298076923076923,0.4246794871794872,3,1.8148966128188082,33,4,0.09210526315789473,0.7111467258941389,2.588235294117647,0.12677976624731632,1.4285714285714286,-0.9889,1,7,0,14,-0.4760525,-0.014239931669810921,0.55157992334512,0.32557222
positive,"I remember this film,it was the first film i had watched at the cinema the picture was dark in places i was very nervous it was back in 74/75 my Dad took me my brother & sister to Newbury cinema in Newbury Berkshire England. I recall the tigers and the lots of snow in the film also the appearance of Grizzly Adams actor Dan Haggery i think one of the tigers gets shot and dies. If anyone knows where to find this on DVD etc please let me know.The cinema now has been turned in a fitness club which is a very big shame as the nearest cinema now is 20 miles away, would love to hear from others who have seen this film or any other like it.",0.7054263565891473,-171.93093023255813,43.0,0.09642857142857143,0.3054761904761905,0,1.648289856634452,24,1,0.06201550387596899,0.669843534247356,1.56,0.28022670622519563,3.0,0.6518,2,1,0,3,-0.23854071,-0.012516256407071984,0.6298044860077521,0.7769371
negative,"An awful film! It must have been up against some real stinkers to be nominated for the Golden Globe. They've taken the story of the first famous female Renaissance painter and mangled it beyond recognition. My complaint is not that they've taken liberties with the facts; if the story were good, that would perfectly fine. But it's simply bizarre -- by all accounts the true story of this artist would have made for a far better film, so why did they come up with this dishwater-dull script? I suppose there weren't enough naked people in the factual version. It's hurriedly capped off in the end with a summary of the artist's life -- we could have saved ourselves a couple of hours if they'd favored the rest of the film with same brevity.",0.7593984962406015,-199.82894736842098,19.0,0.1892156862745098,0.5455882352941177,1,1.4923481277667445,20,0,0.10526315789473684,0.6904111739281587,1.5714285714285714,0.4244815856681557,3.0,0.945,0,1,0,5,-0.2986469,-0.01266560639107721,0.5870583881079607,0.38490212
positive,"After the success of Die Hard and it's sequels it's no surprise really that in the 1990s, a glut of 'Die Hard on a .....' movies cashed in on the wrong guy, wrong place, wrong time concept. That is what they did with Cliffhanger, Die Hard on a mountain just in time to rescue Sly 'Stop or My Mom Will Shoot' Stallone's career.<br /><br />Cliffhanger is one big nit-pickers dream, especially to those who are expert at mountain climbing, base-jumping, aviation, facial expressions, acting skills. All in all it's full of excuses to dismiss the film as one overblown pile of junk. Stallone even managed to get out-acted by a horse! However, if you an forget all the nonsense, it's actually a very lovable and undeniably entertaining romp that delivers as plenty of thrills, and unintentionally, plenty of laughs.<br /><br />You've got to love John Lithgows sneery evilness, his tick every box band of baddies, and best of all, the permanently harassed and hapless 'turncoat' agent, Rex Linn as Travers.<br /><br />He may of been Henry in 'Portrait of a Serial Killer' but Michael Rooker is noteworthy for a cringe-worthy performance as Hal, he insists on constantly shrieking in painful disbelief at his captors 'that man never hurt anybody' And whilst he surely can't be, it really does look like Ralph Waite's Frank character is grinning as the girl plummets to her death.<br /><br />Mention too must go to former 'London's Burning' actor Craig Fairbrass as the Brit bad guy, who comes a cropper whilst using Hal as a Human Football, yes, you can't help enjoy that bit, Hal needed a good kicking.<br /><br />So forget your better judgement, who cares if 'that could never happen', lower your acting expectations, turn up the volume and enjoy! And if you're looking for Qaulen, he's the one wearing the helicopter.",0.6883116883116883,-258.92937229437223,51.333333333333336,0.05215517241379311,0.4732758620689655,3,2.1677437111250923,43,1,0.1038961038961039,0.6933634026575178,2.340909090909091,0.43365433425700095,2.5,0.8976,10,3,3,6,-0.31668836,-0.014418062598354119,0.5644995842115413,0.27016896
negative,"I had the terrible misfortune of having to view this ""b-movie"" in it's entirety.<br /><br />All I have to say is--- save your time and money!!! This has got to be the worst b-movie of all time, it shouldn't even be called a b-movie, more like an f-movie! Because it fails in all aspects that make a good movie: the story is not interesting at all, all of the actors are paper-thin and not at all believable, it has bad direction and the action sequences are so fake it's almost funny.......almost.<br /><br />The movie is just packed full of crappy one-liners that no respectable person could find amusing in the least little bit.<br /><br />This movie is supposed to be geared towards men, but all the women in it are SO utterly unattractive, especially that old wrinkled thing that comes in towards the end. They try to appear sexy in those weird, horrible costumes and they fail miserably!!!<br /><br />Even some of the most ridiculous b-movies will still give you some laughs, but this is just too painful to watch!!",0.6833333333333333,-218.88499999999996,30.333333333333332,-0.1618333333333333,0.6806666666666666,3,2.0798086373990334,37,2,0.14444444444444443,0.7067148807324426,0.9210526315789473,0.2874254199301049,2.5,-0.9782,0,0,0,10,-0.22427696,-0.014213906738605696,0.5951617768157595,0.63869995
positive,"What an absolutely stunning movie, if you have 2.5 hrs to kill, watch it, you won't regret it, it's too much fun! Rajnikanth carries the movie on his shoulders and although there isn't anything more other than him, I still liked it. The music by A.R.Rehman takes time to grow on you but after you heard it a few times, you really start liking it.",0.8769230769230769,-182.1905128205128,21.666666666666668,0.2642857142857143,0.4535714285714286,0,1.6656409656706639,12,1,0.09230769230769231,0.7108844738976475,1.1538461538461537,0.0,3.0,0.7948,1,0,0,0,-0.096002355,-0.013623980266931124,0.6660526653383687,4.3837505e-07
negative,"First of all, let's get a few things straight here: a) I AM an anime fan- always has been as a matter of fact (I used to watch Speed Racer all the time in Preschool). b) I DO like several B-Movies because they're hilarious. c) I like the Godzilla movies- a lot.<br /><br />Moving on, when the movie first comes on, it seems like it's going to be your usual B-movie, down to the crappy FX, but all a sudden- BOOM! the anime comes on! This is when the movie goes WWWAAAAAYYYYY downhill.<br /><br />The animation is VERY bad & cheap, even worse than what I remember from SPEED RACER, for crissakes! In fact, it's so cheap, one of the few scenes from the movie I ""vividly"" remember is when a bunch of kids run out of a school... & it's the same kids over & over again! The FX are terrible, too; the dinosaurs look worse than Godzilla. In addition, the transition to live action to animation is unorganized, the dialogue & voices(especially the English dub that I viewed) was horrid & I was begging my dad to take the tape out of the DVD/ VHS player; The only thing that kept me surviving was cracking out jokes & comments like the robots & Joel/Mike on MST3K (you pick the season). Honestly, this is the only way to barely enjoy this movie & survive it at the same time.<br /><br />Heck, I'm planning to show this to another fellow otaku pal of mine on Halloween for a B-Movie night. Because it's stupid, pretty painful to watch & unintentionally hilarious at the same time, I'm giving this movie a 3/10, an improvement from the 0.5/10 I was originally going to give it.<br /><br />(According to my grading scale: 3/10 means Pretty much both boring & bad. As fun as counting to three unless you find a way to make fun of it, then it will become as fun as counting to 15.)",0.6114457831325302,-189.72002738225623,30.181818181818183,-0.02510748510748509,0.5388176638176638,0,1.8653315428564465,54,5,0.09337349397590361,0.6076466586607481,1.7454545454545454,0.2579012353234719,3.0,0.9412,4,6,3,8,-0.30017632,-0.013695279277105774,0.5731430541635164,0.33082223
negative,This was the worst movie I saw at WorldFest and it also received the least amount of applause afterwards! I can only think it is receiving such recognition based on the amount of known actors in the film. It's great to see J.Beals but she's only in the movie for a few minutes. M.Parker is a much better actress than the part allowed for. The rest of the acting is hard to judge because the movie is so ridiculous and predictable. The main character is totally unsympathetic and therefore a bore to watch. There is no real emotional depth to the story. A movie revolving about an actor who can't get work doesn't feel very original to me. Nor does the development of the cop. It feels like one of many straight-to-video movies I saw back in the 90s ... And not even a good one in those standards.<br /><br />,0.7152317880794702,-177.14580463576155,15.1,0.039692982456140356,0.5728070175438597,2,1.9204955772261205,26,5,0.11920529801324503,0.5379091978461238,1.2962962962962963,0.30580474551010867,2.6666666666666665,-0.8441,0,2,0,6,-0.26349393,-0.01284243995328505,0.6401572659428815,0.42326194
positive,"The Karen Carpenter Story shows a little more about singer Karen Carpenter's complex life. Though it fails in giving accurate facts, and details.<br /><br />Cynthia Gibb (portrays Karen) was not a fine election. She is a good actress , but plays a very naive and sort of dumb Karen Carpenter. I think that the role needed a stronger character. Someone with a stronger personality.<br /><br />Louise Fletcher role as Agnes Carpenter is terrific, she does a great job as Karen's mother.<br /><br />It has great songs, which could have been included in a soundtrack album. Unfortunately they weren't, though this movie was on the top of the ratings in USA and other several countries",0.7807017543859649,-233.2236842105263,19.0,0.06963541666666667,0.5817708333333333,1,1.726628748637164,16,1,0.12280701754385964,0.705339299671236,2.411764705882353,0.19810955404628547,2.5,0.954,5,0,1,5,-0.52336454,-0.013396596407866312,0.6295100764294415,0.32290456
positive,"""The Cell"" is an exotic masterpiece, a dizzying trip into not only the vast mind of a serial killer, but also into one of a very talented director. This is conclusive evidence of what can be achieved if human beings unleash their uninhibited imaginations. This is boldness at work, pushing aside thoughts to fall into formulas and cliches and creating something truly magnificent. This is the best movie of the year to date.<br /><br />I've read numerous complaints about this film, anywhere from all style and no substance to poorly cast characters and bad acting. To negatively criticize this film is to miss the point. This movie may be a landmark, a tradition where future movies will hopefully follow. ""The Cell"" has just opened the door to another world of imagination. So can we slam the door in its face and tell it and its director Tarsem Singh that we don't want any more? Personally, I would more than welcome another movie by Tarsem, and would love to see someone try to challenge him.<br /><br />We've all heard talk about going inside the mind of a serial killer, and yes, I do agree that the ""genre"" is a bit overworked. The 90s were full of movies trying to depict what makes serial killers tick; some of them worked, but most failed. But ""The Cell"" does not blaze down the same trail, we are given a new twist, we are physically transported into the mind and presented with nothing less than a fascinating journey of the most mysterious subject matter ever studied.<br /><br />I like how the movie does not bog us down with too much scientific jargon trying to explain how Jennifer Lopez actually gets to enter the brain of another. Instead, she just lies down on a laboratory table and is wrapped with what looks like really long Twizzlers and jaunted into another entity. ""The Cell"" wants to let you ""see"" what it's all about and not ""how"" it's all about, and I guess that's what some people don't like. True, I do like explanations with my movies, but when a movie ventures onto new ground you must let it do what it desires and simply take it in.<br /><br />I noticed how the film was very dark when it showed reality, maybe to contrast the bright visuals when inside the brain of another. Nonetheless, the set design was simply astonishing. I wouldn't be surprised if this film took home a few Oscars in cinematography, best costumes, best director and the like. If it were up to me it'd at least get nominated for best picture.<br /><br />I've noticed that I've kind of been repeating myself. Not because there's nothing else to say, but because I can't stress enough how fantastic I thought ""The Cell"" was. If you walk into the movie with a very open mind and to have it taken over with wonders and an eye-popping feast then you are assured a good time. I guess this film was just a little too much for some people, writing it off as ""weird"" or ""crazy"". I am very much into psychology and the imagination of the human mind, so it was right down my alley. Leaving the theater, I heard one audience member say ""Whoever made that movie sure did a lot of good drugs."" If so, I want what he was smoking.<br /><br />**** (out of 4)",0.5614035087719298,-201.24566361556057,24.782608695652176,0.18794263496644448,0.5061256556494652,6,2.180600825040491,107,7,0.09649122807017543,0.5106792132394643,1.2407407407407407,0.35072774199589785,7.0,0.9961,3,2,0,12,-0.13459514,-0.01364619672625548,0.6092119507962883,0.12655449
negative,"This film tried to be too many things all at once: stinging political satire, Hollywood blockbuster, sappy romantic comedy, family values promo... the list goes on and on. It failed miserably at all of them, but there was enough interest to keep me from turning it off until the end.<br /><br />Although I appreciate the spirit behind WAR, INC., it depresses me to see such a clumsy effort, especially when it will be taken by its targets to reflect the lack of the existence of a serious critique, rather than simply the poor writing, direction, and production of this particular film.<br /><br />There is a critique to be made about the corporatization of war. But poking fun at it in this way diminishes the true atrocity of what is happening. Reminds me a bit of THREE KINGS, which similarly trivializes a genuine cause for concern.",0.7586206896551724,-233.70495689655164,36.25,-0.06759259259259259,0.5115079365079365,0,2.103565731536477,23,0,0.10344827586206896,0.5156702780889629,1.5833333333333333,0.5351986756320647,4.0,-0.8481,0,1,1,3,-0.15060496,-0.013748824984802769,0.5916947476341633,0.33245575
